"serial_no","chapter_name","paragraph_number","paragraph","Word_Count","Sentance_Count","Stop_Words","Post_INFO"
"2205","Twenty One","125","The man brought Ali next to me and held him back with a trishul.","14","1","6","{""DET"": 2, ""NOUN"": 3, ""VERB"": 2, ""ADJ"": 1, ""PRT"": 2, ""PRON"": 2, ""CONJ"": 1, ""ADP"": 1}"
"2206","Twenty One","126","Ish's  captor  had  recovered  from  the  groin  attack.  He  woke  up  and  ran  to  Ish from behind. He struck the blunt end of the trishul on Ish's head.","30","3","11","{""NOUN"": 9, ""PRT"": 3, ""VERB"": 5, ""ADP"": 5, ""DET"": 3, ""PRON"": 2, ""ADV"": 1, ""CONJ"": 1, ""ADJ"": 1}"
"2207","Twenty One","127","'Ah!'  Ish  said  in  pain  as  he  fell  down,  semi-conscious.  The  man  dragged  Ish back to the wall. Ish faced Ali and me.","25","4","8","{""PRT"": 2, ""."": 2, ""NOUN"": 7, ""VERB"": 4, ""ADP"": 2, ""PRON"": 2, ""ADV"": 2, ""ADJ"": 1, ""DET"": 2, ""CONJ"": 1}"
"2208","Twenty One","128","'No  more  chances,'  Mama  said  as  he  came  in  front  of  Ali.  Mama  asked  Ali's captor to release him. I looked at Ish, around fifteen feet away. His captor looked extra-alert. Ish looked at me. His eyes tried to tell me something.","46","6","12","{""ADV"": 3, ""NOUN"": 13, ""."": 3, ""VERB"": 9, ""ADP"": 6, ""PRON"": 7, ""PRT"": 3, ""ADJ"": 2}"
"2209","Twenty One","129","What? I asked myself, What is he trying to say?","11","2","4","{""PRON"": 5, ""VERB"": 4, ""."": 1, ""PRT"": 1}"
"2210","Twenty One","130","I squinted my eyes to look at Ish. He moved his eyeballs from centre to left in quick succession. He wanted me to run out and block Mama. Just the way Omi had, unsuccessfully.","35","4","13","{""PRON"": 6, ""VERB"": 8, ""NOUN"": 9, ""PRT"": 4, ""ADP"": 3, ""ADJ"": 1, ""CONJ"": 1, ""DET"": 1, ""."": 1, ""ADV"": 1}"
"2211","Twenty One","131","I examined my captor. He blocked me but his eyes watched Mama and Ali. It is hard to take your eyes of a live murder. I could slip out. However, what was the point of getting killed?","38","5","15","{""PRON"": 9, ""VERB"": 10, ""NOUN"": 7, ""CONJ"": 2, ""ADJ"": 2, ""PRT"": 2, ""ADP"": 2, ""DET"": 2, ""ADV"": 1, ""."": 1}"
"2212","Twenty One","132","'Get ready you pig,' Mama said as he lifted his trishul and took five steps back.","18","1","5","{""PRT"": 1, ""ADJ"": 1, ""PRON"": 3, ""VERB"": 4, ""."": 2, ""NOUN"": 3, ""ADP"": 1, ""CONJ"": 1, ""NUM"": 1, ""ADV"": 1}"
"2213","Twenty One","133","Maybe I could extract myself and try to pull Ali towards me. That way Mama's strike could hit the wall. Ish could push his captor away, come from behind and protect us all. Is that what Ish had tried to say? I had limited data beyond the eye movement. I had limited time. I couldn't analyse, I had to do first and think later.","68","7","20","{""ADV"": 5, ""PRON"": 10, ""VERB"": 23, ""CONJ"": 3, ""PRT"": 4, ""NOUN"": 13, ""DET"": 4, ""."": 2, ""ADP"": 4}"
"2214","Twenty One","134","The exact opposite of when I slept with Vidya. There, I should have thought first and done later.","19","2","6","{""DET"": 2, ""ADJ"": 1, ""NOUN"": 2, ""ADP"": 2, ""ADV"": 3, ""PRON"": 2, ""VERB"": 5, ""."": 1, ""CONJ"": 1}"
"2215","Twenty One","135","Mama ran towards Ali. I knew I had to get out of the captor's grip, grab Ali and pull him to my side. I got ready to move. However, I looked at Mama. The sight of his huge frame and a sharp weapon sent a fear inside me. And I wasted precious time thinking when I should have acted. Ish and I exchanged another glance and he saw my fear mixed with self-interest. What if the trishul ends in my stomach?","84","8","29","{""NOUN"": 19, ""VERB"": 17, ""PRON"": 15, ""PRT"": 4, ""ADP"": 8, ""DET"": 6, ""."": 2, ""CONJ"": 5, ""ADJ"": 6, ""ADV"": 2}"
"2216","Twenty One","136","The what-ifs made me hesitant, but I snapped myself out of it and made a dive to my left. I grabbed Ali and pulled him towards me. Mama struck, but missed Ali's torso. One blade of the trishul jabbed Ali's wrist. Ali would have been completely unhurt  only  if  I  had  dived  a  second  earlier.  And  here  it  was,  something  I  didn't realise then, the one second delay being the third big mistake of my life.","83","6","32","{""DET"": 6, ""NOUN"": 15, ""VERB"": 18, ""PRON"": 12, ""ADJ"": 6, ""."": 4, ""CONJ"": 5, ""ADP"": 6, ""PRT"": 3, ""NUM"": 2, ""ADV"": 6}"
"2217","Twenty One","137","Of course, I didn't know I had made a mistake then.","13","1","4","{""ADP"": 1, ""NOUN"": 2, ""."": 1, ""PRON"": 2, ""VERB"": 4, ""ADV"": 2, ""DET"": 1}"
"2218","Twenty One","138","Ish  did  exactly  as  I  thought,  and  banged  his  head against  the  captor's  to  set himself free. It would have hurt Ish, but I think Ish was beyond pain right now.","34","2","12","{""NOUN"": 6, ""VERB"": 9, ""ADV"": 3, ""ADP"": 3, ""PRON"": 5, ""."": 2, ""CONJ"": 2, ""DET"": 1, ""PRT"": 2, ""ADJ"": 1}"
"2219","Twenty One","139","Ish  took  his  captor's  trishul  and  struck  it  into  the  man's  heart.  The  man screamed once and turned silent.","21","2","7","{""NOUN"": 6, ""VERB"": 4, ""PRON"": 2, ""PRT"": 2, ""CONJ"": 2, ""ADP"": 1, ""DET"": 2, ""ADV"": 1, ""ADJ"": 1}"
"2220","Twenty One","140","Ish ran to us.","4","1","1","{""NOUN"": 1, ""VERB"": 1, ""PRT"": 1, ""PRON"": 1}"
"2221","Twenty One","141","'He's ok, he is ok,' I said turning to Ish. I held Ali tight within me in an embryo position.","24","2","6","{""NOUN"": 6, ""PRT"": 2, ""."": 3, ""PRON"": 4, ""VERB"": 4, ""ADJ"": 2, ""ADP"": 2, ""DET"": 1}"
"2222","Twenty One","142","There were two captors left and Mama. We did not want to kill anyone.","14","2","5","{""DET"": 1, ""VERB"": 5, ""NUM"": 1, ""NOUN"": 3, ""CONJ"": 1, ""PRON"": 1, ""ADV"": 1, ""PRT"": 1}"
"2223","Twenty One","143","'We just want to go away,' Ish said as he held his trishul, facing Mama. Mama had a trishul too. Their eyes met. Mama's men watched the impending duel. I ran with Ali to the other end of the room. The men came running after us.","50","6","16","{""NOUN"": 15, ""ADV"": 3, ""VERB"": 12, ""PRT"": 3, ""."": 3, ""ADP"": 4, ""PRON"": 4, ""DET"": 5, ""ADJ"": 1}"
"2224","Twenty One","144","'Stop you bastards,' the men said as we reached the end of the room. One of the men went and bolted the door.","25","2","11","{""ADP"": 4, ""PRON"": 2, ""NOUN"": 6, ""."": 2, ""DET"": 5, ""VERB"": 4, ""NUM"": 1, ""CONJ"": 1}"
"2225","Twenty One","145","Ali lifted a bat from the floor. I picked one too, though not sure if I could really fight right now, Ali winced as his right wrist hurt when he lifted the bat.","35","2","12","{""NOUN"": 6, ""VERB"": 7, ""DET"": 3, ""ADP"": 4, ""PRON"": 4, ""NUM"": 1, ""ADV"": 6, ""."": 2, ""ADJ"": 2}"
"2226","Twenty One","146","'Heh? Want to fight?' the two captors said.","9","3","2","{""ADV"": 1, ""NOUN"": 2, ""PRT"": 1, ""VERB"": 2, ""."": 1, ""DET"": 1, ""NUM"": 1}"
"2227","Twenty One","147","Mama and Ish were still in their face off. Each had a stern gaze. Mama rotated his trishul in his hand.","21","3","10","{""NOUN"": 7, ""CONJ"": 1, ""VERB"": 3, ""ADV"": 1, ""ADP"": 3, ""PRON"": 3, ""DET"": 2, ""ADJ"": 1}"
"2228","Twenty One","148","One of the men turned to go back to Mama.","10","1","4","{""NUM"": 1, ""ADP"": 1, ""DET"": 1, ""NOUN"": 2, ""VERB"": 2, ""PRT"": 2, ""ADV"": 1}"
"2229","Twenty One","149","'I'll take care of him, you finish the boy Mama,' he said.","17","1","5","{""PRT"": 1, ""PRON"": 4, ""VERB"": 4, ""NOUN"": 3, ""ADP"": 1, ""."": 3, ""DET"": 1}"
"2230","Twenty One","150","'Sure,'  Mama  said  as  he  moved  away.  As  he  left,  Mama  struck  his  trishul  at Ish's  toes.  Ish  didn't  expect  it.  He  lost  his  balance  and fell  down  next  to  the manager's desk.","39","4","12","{""NOUN"": 10, ""."": 3, ""VERB"": 8, ""ADP"": 3, ""PRON"": 6, ""ADV"": 4, ""PRT"": 3, ""CONJ"": 1, ""DET"": 1}"
"2231","Twenty One","151","'You are fucking weak, you know that,' Ish said.","12","1","3","{""NOUN"": 2, ""VERB"": 4, ""ADJ"": 1, ""."": 3, ""PRON"": 1, ""ADP"": 1}"
"2232","Twenty One","152","'I  can  finish  you  now.  Thank  your  stars  you  were  born  in  a  Hindu  house,' Mama said as he spat on Ish's face. Mama came to Ali.","31","3","12","{""PRT"": 3, ""PRON"": 5, ""VERB"": 9, ""ADV"": 1, ""NOUN"": 7, ""ADP"": 3, ""DET"": 1, ""."": 2}"
"2233","Twenty One","153","'Oh, you want to play eh? You want to play bat ball with me,' Mama said and laughed as Ali held up his bat.","27","2","9","{""NUM"": 1, ""."": 3, ""PRON"": 4, ""VERB"": 7, ""PRT"": 3, ""ADV"": 1, ""NOUN"": 5, ""ADP"": 2, ""CONJ"": 1}"
"2234","Twenty One","154","'Move away,' Mama said to his men, 'the boy wants to play. Yeah, you son of a whore, play with me,' Mama said as he danced around Ali, just out of the striking distance of Ali's bat.","46","2","15","{""VERB"": 7, ""ADV"": 2, ""."": 9, ""NOUN"": 10, ""PRT"": 3, ""PRON"": 4, ""X"": 1, ""ADP"": 7, ""DET"": 2, ""ADJ"": 1}"
"2235","Twenty One","155","Ali  pranced  around  as  he  stumbled  on  two  cricket  balls  kept  on  the  floor.","14","1","5","{""NOUN"": 4, ""VERB"": 3, ""ADV"": 1, ""ADP"": 3, ""PRON"": 1, ""NUM"": 1, ""DET"": 1}"
"2236","Twenty One","156","Mama picked one up.","4","1","1","{""NOUN"": 1, ""VERB"": 1, ""NUM"": 1, ""PRT"": 1}"
"2237","Twenty One","157","'You  want  me  to  bowl?  Eh?  Play  bat  ball?'  Mama  said  and  laughed,  'one  last ball before you die?' Mama tossed the ball in his hands.","29","5","8","{""PRT"": 2, ""VERB"": 7, ""PRON"": 3, ""NOUN"": 8, ""."": 3, ""CONJ"": 1, ""NUM"": 1, ""ADJ"": 1, ""ADP"": 2, ""DET"": 1}"
"2238","Twenty One","158","'Yeah, bowl to me,' Ali said.","9","1","2","{""NUM"": 1, ""."": 3, ""NOUN"": 2, ""PRT"": 1, ""PRON"": 1, ""VERB"": 1}"
"2239","Twenty One","159","'Oh really?' Mama said and laughed.","7","2","1","{""."": 1, ""ADV"": 1, ""PRT"": 1, ""NOUN"": 1, ""VERB"": 2, ""CONJ"": 1}"
"2240","Twenty One","160","Another ball lay next to Ali's foot. Ali brushed the ball with his feet towards Ish.","17","2","4","{""DET"": 2, ""NOUN"": 8, ""VERB"": 2, ""ADJ"": 1, ""PRT"": 2, ""ADP"": 1, ""PRON"": 1}"
"2241","Twenty One","161","The ball rolled to Ish. Ish sat on the floor leaning against the manager's table. His toes whooshed out blood and he couldn't get up.","27","3","9","{""DET"": 3, ""NOUN"": 8, ""VERB"": 6, ""PRT"": 4, ""ADP"": 2, ""PRON"": 2, ""CONJ"": 1, ""ADV"": 1}"
"2242","Twenty One","162","'Don't come near me,' Ali said to Mama.","11","1","2","{""VERB"": 3, ""ADV"": 1, ""ADP"": 1, ""PRON"": 1, ""."": 2, ""NOUN"": 2, ""PRT"": 1}"
"2243","Twenty One","163","'Oh, I am so scared of the bat ball,' Mama said and pretended to shiver in jest.","20","1","7","{""NUM"": 1, ""."": 3, ""PRON"": 1, ""VERB"": 4, ""ADV"": 1, ""ADJ"": 1, ""ADP"": 2, ""DET"": 1, ""NOUN"": 4, ""CONJ"": 1, ""PRT"": 1}"
"2244","Twenty One","164","He tossed the ball in one hand and held the trishul in the other.","14","1","7","{""PRON"": 1, ""VERB"": 2, ""DET"": 3, ""NOUN"": 3, ""ADP"": 2, ""NUM"": 1, ""CONJ"": 1, ""ADJ"": 1}"
"2245","Twenty One","165","Ish picked up the ball slowly. Ali's eyes met with Ish. Ali gave the briefest nod possible.","18","3","4","{""NOUN"": 7, ""VERB"": 3, ""PRT"": 2, ""DET"": 2, ""ADV"": 1, ""ADP"": 1, ""ADJ"": 2}"
"2246","Twenty One","166","Ish lifted the ball in his hand. The captor noticed but didn't react. Ish threw the ball towards Ali with all his strength.","24","3","9","{""NOUN"": 9, ""VERB"": 5, ""DET"": 4, ""ADP"": 2, ""PRON"": 2, ""CONJ"": 1, ""ADV"": 1}"
"2247","Twenty One","167","Slam! Ali struck the ball with the bat. He had one shot, and he didn't miss it.","19","3","8","{""NOUN"": 5, ""VERB"": 4, ""DET"": 2, ""ADP"": 1, ""PRON"": 3, ""NUM"": 1, ""."": 1, ""CONJ"": 1, ""ADV"": 1}"
"2248","Twenty One","168","The ball hit Mama's temple hard. Mama released the ball in his hand to hold his head.  The  ball  fell  on  the  floor  and  Ali  kicked  it  to  Ish.  Ish  threw  it  again,  Ali connected and slam! The ball hit the centre of Mama's forehead.","48","5","15","{""DET"": 6, ""NOUN"": 16, ""VERB"": 9, ""PRT"": 4, ""ADJ"": 2, ""ADP"": 3, ""PRON"": 4, ""CONJ"": 2, ""ADV"": 1, ""."": 1}"
"2249","Twenty One","169","Ali's shots were powerful enough to get balls out of stadiums. At five feet range, they hit Mama like exploding bricks. Mama fell down. His trishul fell on the floor.","32","4","8","{""NOUN"": 11, ""PRT"": 3, ""VERB"": 6, ""ADJ"": 1, ""ADV"": 1, ""ADP"": 5, ""NUM"": 1, ""."": 1, ""PRON"": 2, ""DET"": 1}"
"2250","Twenty One","170","Ish  used  it  as  a  stick  to  get  up.  The captors  ran  towards  Mama.  Ish  came  from behind  and  stabbed  one  in  his  neck.  The  other  captor  saw  the  blood  gush  out, the  killer  look  in  Ish's  eyes.  He  opened  the  bolt  and  was  out  of  sight  in  ten seconds.","52","5","20","{""NOUN"": 17, ""VERB"": 8, ""PRON"": 3, ""ADP"": 8, ""DET"": 6, ""PRT"": 3, ""CONJ"": 2, ""NUM"": 1, ""ADJ"": 2, ""ADV"": 1, ""."": 1}"
"2251","Twenty One","171","Ali kneeled down on the floor. He held his right wrist with his left hand.","15","2","6","{""NOUN"": 4, ""VERB"": 2, ""ADV"": 1, ""ADP"": 2, ""DET"": 1, ""PRON"": 3, ""ADJ"": 2}"
"2252","Twenty One","172","'Oh my God,' Ali said, more in pain than surprise at what he had done.","18","1","8","{""PRT"": 1, ""PRON"": 3, ""NOUN"": 4, ""."": 3, ""VERB"": 3, ""ADV"": 1, ""ADP"": 3}"
"2253","Twenty One","173","Mama lay on the ground. His temple had burst. Internal bleeding had made his forehead dark and swollen. He barely moved. Nobody wanted to go close to check his breath. His eyes shut after five minutes and I checked his pulse.","41","6","12","{""NOUN"": 12, ""VERB"": 11, ""ADP"": 2, ""DET"": 1, ""PRON"": 7, ""ADJ"": 1, ""CONJ"": 2, ""ADV"": 2, ""PRT"": 2, ""NUM"": 1}"
"2254","Twenty One","174","'It's stopped. I think he's dead,' I said. I had become an expert in dead bodies.","20","3","4","{""NOUN"": 2, ""PRT"": 1, ""VERB"": 6, ""PRON"": 4, ""ADJ"": 3, ""."": 2, ""DET"": 1, ""ADP"": 1}"
"2255","Twenty One","175","Ish's arms wrapped around Ali.","6","1","0","{""NOUN"": 3, ""PRT"": 1, ""VERB"": 1, ""ADP"": 1}"
"2256","Twenty One","176","'It's hurting a lot Ish bhaiya. Take me home,' Ali said. His body still trembled in fear.","20","3","3","{""NOUN"": 9, ""PRT"": 1, ""VERB"": 3, ""DET"": 1, ""PRON"": 2, ""."": 2, ""ADV"": 1, ""ADP"": 1}"
"2257","Twenty One","177","'C'mon  move  that  wrist.  Ali,  you  need  that  wrist,  keep  it  alive,'  Ish  said.  He hobbled towards the door to leave. He used a trishul as his walking stick.","34","4","9","{""PRT"": 3, ""NOUN"": 10, ""DET"": 3, ""."": 4, ""PRON"": 5, ""VERB"": 6, ""ADP"": 2, ""ADJ"": 1}"
"2258","Twenty One","178","'We  saved  him,  Ish  we  saved  him,'  I  said  as  I  shook  Ish's  shoulders  from behind.","20","1","5","{""NOUN"": 4, ""VERB"": 4, ""PRON"": 5, ""."": 3, ""ADP"": 3, ""PRT"": 1}"
"2259","Twenty One","179","Ish  stopped.  He  turned  to  me.  He  didn't  give  me  a  dirty  look,  but  something worse than that. He gave me the look of indifference. Sure, I had let him down for lots  of  reasons.  But  why  was  he  behaving  like Who  was  I? Like  he  had  nothing whatsoever to do with me. Ish turned and started to walk.","62","8","28","{""NOUN"": 13, ""VERB"": 14, ""PRON"": 12, ""PRT"": 4, ""ADV"": 2, ""DET"": 2, ""ADJ"": 2, ""."": 2, ""CONJ"": 3, ""ADP"": 8}"
"2260","Twenty One","180","'Hey Ish, wait for me. I'll help you open the door' I said. I reached the door.","20","3","5","{""NUM"": 1, ""NOUN"": 4, ""."": 1, ""ADP"": 1, ""PRON"": 5, ""VERB"": 5, ""DET"": 2, ""PRT"": 1}"
"2261","Twenty One","181","Ish hand gestured me to get out of the way.","10","1","5","{""NOUN"": 3, ""VERB"": 2, ""PRON"": 1, ""PRT"": 1, ""ADP"": 2, ""DET"": 1}"
"2262","Twenty One","182","'Ish, c'mon Ish, he is alive. We, we did it,' I said.","17","2","5","{""NUM"": 1, ""."": 5, ""ADJ"": 2, ""NOUN"": 1, ""PRON"": 5, ""VERB"": 3}"
"2263","Twenty One","183","Ish didn't say anything. He left me like I was one of the dead bodies and walked out.","19","2","7","{""NOUN"": 3, ""VERB"": 5, ""ADV"": 1, ""PRON"": 3, ""ADP"": 2, ""NUM"": 1, ""DET"": 1, ""ADJ"": 1, ""CONJ"": 1, ""PRT"": 1}"
"2264","Epilogue","1","The heart rate monitor beeped fast. Govind's pulse had crossed 130 beats a minute.","15","2","2","{""DET"": 2, ""NOUN"": 7, ""VERB"": 3, ""ADV"": 1, ""PRT"": 1, ""NUM"": 1}"
"2265","Epilogue","2","The nurse came running inside. 'What did you do?' she said.","12","3","4","{""DET"": 1, ""NOUN"": 1, ""VERB"": 5, ""ADV"": 1, ""PRON"": 3, ""."": 1}"
"2266","Epilogue","3","'I am fine. Just chatting,' Govind said. He sat up a little on the bed.","18","3","5","{""PRT"": 2, ""PRON"": 2, ""VERB"": 3, ""ADJ"": 1, ""NOUN"": 4, ""."": 2, ""DET"": 2, ""ADV"": 1, ""ADP"": 1}"
"2267","Epilogue","4","'Don't make him exert himself.' The nurse wagged her finger at me. I nodded and she left the room.","21","3","8","{""VERB"": 6, ""ADV"": 1, ""PRON"": 6, ""."": 1, ""DET"": 2, ""NOUN"": 3, ""ADP"": 1, ""CONJ"": 1}"
"2268","Epilogue","5","'And from that day, exactly three years, two months and one week ago, Ish has not spoken to me again. Everytime I try speaking to him he snubs me.' Govind ended his story.","37","3","13","{""NUM"": 4, ""ADP"": 1, ""DET"": 1, ""NOUN"": 8, ""."": 4, ""ADV"": 4, ""CONJ"": 1, ""VERB"": 6, ""PRT"": 2, ""PRON"": 6}"
"2269","Epilogue","6","I gave him a glass of water as his voice faltered.","11","1","5","{""PRON"": 3, ""VERB"": 2, ""DET"": 1, ""NOUN"": 3, ""ADP"": 2}"
"2270","Epilogue","7","'So what happened in the three years - to the shop, to Vidya, to Ali?' I asked.","20","2","7","{""VERB"": 3, ""PRON"": 2, ""ADP"": 1, ""DET"": 2, ""NUM"": 1, ""NOUN"": 4, ""."": 3, ""PRT"": 4}"
"2271","Epilogue","8","He turned his gaze down and played with the heart rate monitor wire attached on his chest. He swallowed a couple of times to keep his composure.","27","2","11","{""PRON"": 5, ""VERB"": 5, ""NOUN"": 9, ""ADV"": 1, ""CONJ"": 1, ""ADP"": 3, ""DET"": 2, ""PRT"": 1}"
"2272","Epilogue","9","I did not prod further. If he wanted to tell me, he would. I checked the time, it was five in  the  morning.  I  stepped  outside  the  room.  The early  morning  sunlight  filled  the hospital  corridors.  I  asked  someone  where  to  get  tea  from.  He  pointed  me  to  the canteen.","52","7","20","{""PRON"": 10, ""VERB"": 12, ""ADV"": 3, ""ADP"": 4, ""PRT"": 3, ""."": 2, ""DET"": 6, ""NOUN"": 10, ""NUM"": 1, ""ADJ"": 1}"
"2273","Epilogue","10","I came back with two cups. Govind refused as he wasn't allowed one after a stomach wash. He didn't make eye contact.","24","3","7","{""PRON"": 3, ""VERB"": 6, ""ADV"": 3, ""ADP"": 3, ""NUM"": 2, ""NOUN"": 6, ""DET"": 1}"
"2274","Epilogue","11","'I  need  to  find  the  Singapore  Airlines  phone  number.  I  have  to  confirm  my  return trip,' I said, to change his mood.","26","2","7","{""PRT"": 4, ""PRON"": 5, ""VERB"": 6, ""DET"": 1, ""NOUN"": 7, ""."": 3}"
"2275","Epilogue","12","'Omi's parents,' Govind said, his gaze and voice both  low. 'I can't tell you how ...","22","2","5","{""NOUN"": 5, ""PRT"": 2, ""."": 4, ""VERB"": 3, ""PRON"": 3, ""CONJ"": 1, ""DET"": 1, ""ADJ"": 1, ""ADV"": 2}"
"2276","Epilogue","13","destroyed they were. For weeks, the temple had visitors from the neighbourhood and the only prayers were for Omi, Dhiraj and Mama. At the funerals, Omi's father cried as five thousand people descended from all over Ahmedabad. Omi's mother became ill after not eating for a week. She had to be in the hospital for a month!","62","5","28","{""VERB"": 10, ""PRON"": 2, ""ADP"": 11, ""NOUN"": 18, ""."": 3, ""DET"": 8, ""CONJ"": 2, ""ADJ"": 1, ""PRT"": 3, ""NUM"": 2, ""ADV"": 2}"
"2277","Epilogue","14","I debated whether to place my hand on Govind's hand lying pale on the covers.","16","1","5","{""PRON"": 2, ""VERB"": 3, ""ADP"": 3, ""PRT"": 2, ""NOUN"": 5, ""DET"": 1}"
"2278","Epilogue","15","'I didn't go to the shop for two months. I tried to contact Ish, but ... If I went to meet him, he'd shut the door on my face.' 'Did you speak to Vidya?' Govind shook his head. 'Speaking to Vidya was out of question. They put her under house arrest. Her dad slammed her mobile phone to pieces. The TV channels moved on after the Godhra news and the riots. But my life collapsed. I lived through all that.","87","11","32","{""PRT"": 9, ""PRON"": 14, ""VERB"": 18, ""ADV"": 1, ""DET"": 7, ""NOUN"": 19, ""ADP"": 10, ""NUM"": 1, ""."": 4, ""CONJ"": 3, ""ADJ"": 1}"
"2279","Epilogue","16","I didn't pop pills then. Don't think I am not strong ... just because I am here today' He paused. 'Three months after the incident, Omi's mother came home. She told me to reopen the shop. Omi had told her it was his favourite place in the world. Mama was gone, so the shop belonged to Omi's mother now. And she wanted to give it to us to keep the memory of her son alive.' 'So did you agree?' 'Initially,  I  couldn't  meet  her  eye.  The  guilt  ...  of  letting  Omi  die,  of  my  part  in Mama's death, of celebrating Mama's death. But she knew nothing of my nightmares and I had to make a living anyway. The business was losing money. We had defaulted many supply contracts. So I came back to the shop. Ish told Omi's mother he Would come, too, but didn't want anything to do with me. Omi's mother wanted us both, so there was only one solution.' 'What?' 'We split the shop into two. We put a plywood wall right in the middle. Ish took the right side and continued the sports shop. I took the left and turned my portion into a student stationery and textbook store. His customers often came to my store and vice versa. We offered studies and sports at the same place but we never, not once, spoke.","253","23","90","{""PRON"": 33, ""VERB"": 50, ""ADV"": 19, ""NOUN"": 62, ""ADJ"": 8, ""."": 16, ""ADP"": 16, ""DET"": 19, ""PRT"": 17, ""CONJ"": 11, ""NUM"": 2}"
